timestamp_utc,terminal_total_kw,active_container_count,avg_temperature_ambient,avg_temperature_setpoint,avg_temperature_return,avg_temperature_supply,std_temperature_setpoint,setpoint_min,setpoint_max,count_setpoint_frozen,count_setpoint_cold,count_setpoint_chilled,count_setpoint_warm,mixed_setpoint_pressure,count_stack_tier_1,count_stack_tier_2,count_stack_tier_3,count_size_20,count_size_40,count_size_45,avg_setpoint_tier_1,avg_setpoint_tier_2,avg_setpoint_tier_3,count_frozen_tier_1,count_frozen_tier_2,count_frozen_tier_3,count_warm_tier_1,count_warm_tier_2,count_warm_tier_3,top_tier_extreme_pressure,customer_unique_count,customer_hhi_top5,count_customer_top_1,count_customer_top_2,count_customer_top_3,count_customer_top_4,count_customer_top_5,count_hw_SCC6,count_hw_ML3,count_hw_Decos_family,count_hw_MP_family,count_hw_ML_other,count_hw_Other,is_observed_hour
2025-01-01T10:00:00Z,866.785643,425,9.104851,-0.692471,-0.459459,-1.381396,16.4884,-28.0,25.0,157,4,77,187,69.08,196,135,94,24,401,0,0.428061,-1.345926,-2.090426,67,53,37,94,55,38,0.176471,44,0.057611,79,0,50,24,33,132,177,88,22,5,1,1
2025-01-01T11:00:00Z,881.874434,424,9.188282,-0.735377,-0.467366,-1.46373,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T12:00:00Z,890.426961,424,9.192347,-0.735377,-0.446006,-1.422005,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T13:00:00Z,878.567035,424,9.128003,-0.735377,-0.464862,-1.460094,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T14:00:00Z,876.7447,424,9.011419,-0.735377,-0.503223,-1.388404,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T15:00:00Z,886.378912,423,8.795213,-0.694563,-0.562786,-1.378467,16.50597,-28.0,25.0,156,4,77,186,68.595745,196,135,92,24,399,0,0.407653,-1.345926,-2.086957,67,53,36,94,55,37,0.172577,44,0.056726,78,0,49,24,33,132,175,88,22,5,1,1
2025-01-01T16:00:00Z,889.431908,423,8.942411,-0.694563,-0.555595,-1.445583,16.50597,-28.0,25.0,156,4,77,186,68.595745,196,135,92,24,399,0,0.407653,-1.345926,-2.086957,67,53,36,94,55,37,0.172577,44,0.056726,78,0,49,24,33,132,175,88,22,5,1,1
2025-01-01T17:00:00Z,897.098517,424,9.040075,-0.735377,-0.613105,-1.442602,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T18:00:00Z,896.357582,424,8.078994,-0.735377,-0.490204,-1.446333,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T19:00:00Z,903.272691,424,7.417351,-0.735377,-0.469112,-1.396521,16.50785,-28.0,25.0,157,4,77,186,68.872642,196,135,93,24,400,0,0.407653,-1.345926,-2.258065,67,53,37,94,55,37,0.174528,44,0.05701,78,0,50,24,33,132,176,88,22,5,1,1
2025-01-01T20:00:00Z,891.361551,423,6.963613,-0.680378,-0.571887,-1.34933,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-01T21:00:00Z,870.67063,423,6.694492,-0.680378,-0.514712,-1.337876,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-01T22:00:00Z,862.157279,423,6.684078,-0.680378,-0.391044,-1.297727,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-01T23:00:00Z,867.851768,423,6.797675,-0.680378,-0.388586,-1.31221,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T00:00:00Z,878.158459,423,6.975552,-0.680378,-0.471592,-1.363593,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T01:00:00Z,857.903279,423,6.249192,-0.680378,-0.352837,-1.255595,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T02:00:00Z,848.038308,423,4.454275,-0.680378,-0.516095,-1.300099,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T03:00:00Z,842.909464,423,3.852376,-0.680378,-0.565362,-1.237076,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T04:00:00Z,836.346424,423,3.763318,-0.680378,-0.41446,-1.173069,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T05:00:00Z,831.87895,423,3.897403,-0.680378,-0.61707,-1.255399,16.488505,-28.0,25.0,156,4,77,186,68.595745,196,134,93,24,399,0,0.407653,-1.176866,-2.258065,67,52,37,94,55,37,0.174941,44,0.05728,78,0,50,24,33,132,175,88,22,5,1,1
2025-01-02T06:00:00Z,835.736524,423,3.795386,-0.564775,-0.404531,-1.045847,16.49117,-28.0,25.0,155,4,76,188,68.888889,196,134,93,24,399,0,0.407653,-0.926866,-2.092473,67,51,37,94,56,38,0.177305,43,0.058532,79,0,50,24,34,132,175,88,22,5,1,1
2025-01-02T07:00:00Z,791.261884,416,3.403281,-0.512019,-0.393564,-1.008808,16.432129,-28.0,25.0,151,4,75,186,67.514423,194,133,89,24,392,0,0.347423,-1.081203,-1.534831,66,51,34,92,56,38,0.173077,43,0.060518,80,0,50,22,33,130,172,86,22,5,1,1
2025-01-02T08:00:00Z,819.421071,418,3.760853,-0.705981,-0.632181,-1.281926,16.48228,-28.0,25.0,154,4,75,185,68.157895,195,134,88,24,394,0,0.414872,-1.50597,-1.752273,66,53,34,93,55,37,0.169856,43,0.058876,79,0,51,22,31,127,173,88,23,6,1,1
2025-01-02T09:00:00Z,814.721387,417,4.53791,-0.997602,-0.843545,-1.589588,16.469555,-28.0,25.0,157,4,74,182,68.522782,199,131,87,24,393,0,-0.010553,-1.99313,-1.756322,70,53,34,93,52,37,0.170264,43,0.057427,78,0,50,21,31,126,172,89,23,6,1,1
2025-01-02T10:00:00Z,765.887139,392,4.45892,-0.098214,-0.045476,-0.663465,16.276756,-28.0,25.0,138,4,70,180,63.367347,189,122,79,25,367,0,0.629101,-0.730328,-1.193671,63,45,30,92,52,35,0.165816,43,0.057086,77,0,39,19,31,121,171,74,19,6,1,1
2025-01-02T11:00:00Z,794.165681,394,5.064255,0.158883,0.159243,-0.477686,16.242878,-28.0,25.0,136,4,70,184,63.51269,189,125,79,25,369,0,0.789947,-0.2064,-0.998734,62,44,30,93,54,36,0.167513,43,0.056179,76,0,39,20,32,123,171,73,20,6,1,1
2025-01-02T12:00:00Z,781.176091,396,5.211869,0.121212,0.150947,-0.516035,16.294606,-28.0,25.0,138,4,69,185,64.469697,190,124,82,26,370,0,0.885789,-0.353226,-0.932927,62,44,32,94,53,38,0.176768,43,0.056589,77,0,39,20,32,123,172,74,20,6,1,1
2025-01-02T13:00:00Z,801.825315,403,5.0083,0.136228,0.247676,-0.391907,16.321997,-28.0,25.0,141,4,69,189,66.126551,191,124,84,26,377,0,0.902094,-0.256452,-0.519048,62,44,32,94,54,40,0.17866,43,0.058457,81,0,38,20,33,127,174,76,19,6,1,1
2025-01-02T14:00:00Z,786.63295,403,4.851013,0.227047,0.364041,-0.345265,16.294811,-28.0,25.0,140,4,69,190,66.004963,193,126,84,26,377,0,1.048705,-0.268254,-0.917857,62,45,33,96,55,39,0.17866,43,0.057879,80,0,38,20,34,127,174,76,19,6,1,1
2025-01-02T15:00:00Z,785.343608,401,4.232523,0.160349,0.381318,-0.346883,16.271654,-29.0,25.0,140,4,69,188,65.63591,191,124,86,26,375,0,1.06911,-0.409677,-1.036047,62,44,34,96,53,39,0.182045,43,0.057469,79,0,38,20,34,126,173,76,19,6,1,1
2025-01-02T16:00:00Z,813.809754,408,3.941701,0.221569,0.485301,-0.233156,16.352933,-30.0,25.0,143,4,69,192,67.294118,192,126,89,27,381,0,1.104167,-0.368254,-0.994382,63,45,35,97,54,40,0.183824,43,0.057436,81,0,38,20,34,128,175,77,20,6,2,1
2025-01-02T17:00:00Z,803.413473,414,3.579338,0.729227,0.776097,0.192301,16.382719,-30.0,25.0,141,4,67,202,68.797101,196,126,84,27,387,0,1.259184,-0.184921,-0.560714,64,45,32,100,55,39,0.171498,43,0.060089,83,0,40,21,37,134,176,76,20,6,2,1
2025-01-02T18:00:00Z,813.435313,425,3.415494,0.838588,0.989937,0.405384,16.358365,-30.0,25.0,144,4,67,210,71.152941,200,131,94,25,400,0,1.388,0.115267,0.67766,65,46,33,103,59,48,0.190588,43,0.066154,92,0,40,21,38,143,176,76,21,6,3,1
2025-01-02T19:00:00Z,830.871092,424,3.305061,0.779953,0.981918,0.276425,16.360054,-30.0,25.0,144,4,68,208,70.641509,200,131,93,26,398,0,1.3195,0.012977,0.7,65,46,33,102,58,48,0.191038,43,0.064441,90,0,40,21,38,142,176,76,21,6,3,1
2025-01-02T20:00:00Z,796.094048,428,3.276811,0.878271,0.98954,0.410977,16.321528,-30.0,25.0,144,4,69,211,70.990654,200,132,96,26,402,0,1.3195,0.035606,1.117708,65,46,33,102,58,51,0.196262,43,0.065229,92,0,40,21,38,144,176,78,21,6,3,1
2025-01-02T21:00:00Z,809.252377,430,3.255116,0.776512,0.844089,0.290368,16.35157,-30.0,25.0,146,4,69,211,71.64186,201,132,97,26,404,0,1.213433,0.035606,0.879381,66,46,34,102,58,51,0.197674,43,0.065468,92,0,40,21,40,146,176,78,21,6,3,1
2025-01-02T22:00:00Z,783.216129,429,3.052211,0.829604,0.886099,0.336368,16.333555,-30.0,25.0,145,4,69,211,71.317016,201,132,96,26,403,0,1.213433,0.035606,1.117708,66,46,33,102,58,51,0.195804,43,0.065344,92,0,40,21,39,145,176,78,21,6,3,1
2025-01-02T23:00:00Z,789.434788,432,2.845768,0.825,0.96441,0.369888,16.344791,-30.0,25.0,146,4,70,212,71.648148,201,132,98,26,406,0,1.225871,0.035606,1.07449,66,46,34,102,58,52,0.199074,43,0.065854,93,0,40,21,40,147,176,79,21,6,3,1
2025-01-03T00:00:00Z,792.175116,433,2.744323,0.85358,0.894265,0.410508,16.336705,-30.0,25.0,146,4,70,213,71.819861,204,132,97,26,407,0,1.339216,0.035606,0.945361,66,46,34,104,58,51,0.196305,43,0.06698,94,0,40,21,41,149,176,78,21,6,3,1
2025-01-03T01:00:00Z,791.477899,430,2.431085,0.64093,0.758531,0.144802,16.501538,-30.0,25.0,149,4,66,211,73.113953,201,132,97,26,404,0,1.110448,-0.115909,0.697938,67,47,35,102,58,51,0.2,43,0.065906,92,0,40,21,41,147,177,76,21,6,3,1
2025-01-03T02:00:00Z,778.506513,426,2.177242,0.838498,0.899288,0.391033,16.417056,-30.0,25.0,145,4,66,211,71.819249,200,130,96,26,400,0,1.226,-0.102308,1.305208,66,46,33,102,57,52,0.199531,43,0.063711,89,0,40,21,40,144,175,77,21,6,3,1
2025-01-03T03:00:00Z,785.939828,420,2.347238,1.148095,1.231637,0.671747,16.21348,-25.0,25.0,140,4,66,210,70.0,197,129,94,26,394,0,1.681218,0.304651,1.188298,63,44,33,102,57,51,0.2,43,0.059694,83,0,40,21,40,139,174,77,21,6,3,1
2025-01-03T04:00:00Z,793.314714,423,2.044681,1.093144,1.313806,0.689137,16.204177,-25.0,25.0,141,4,68,210,70.0,197,131,95,26,397,0,1.630457,0.39313,0.944211,63,44,34,101,58,51,0.200946,43,0.059543,83,0,41,22,40,140,175,77,22,6,3,1
2025-01-03T05:00:00Z,783.295032,415,2.035313,1.07759,1.248755,0.608723,16.285287,-25.0,25.0,140,4,65,206,69.493976,192,129,93,26,389,0,1.516667,0.593023,0.706452,63,43,34,98,58,49,0.2,43,0.05764,79,0,41,22,39,136,173,77,22,5,2,1
2025-01-03T06:00:00Z,766.191141,410,2.139553,1.067317,1.152805,0.612317,16.316553,-25.0,25.0,139,4,63,204,69.160976,190,128,92,24,386,0,1.512632,0.488281,0.953261,63,43,33,98,57,49,0.2,43,0.057858,79,0,40,21,38,135,171,75,22,5,2,1
2025-01-03T07:00:00Z,758.178121,400,2.171588,0.98175,1.1506,0.544338,16.332034,-25.0,25.0,137,4,61,198,67.815,187,126,87,24,376,0,1.590374,0.094444,0.958621,62,44,31,97,55,46,0.1925,42,0.056469,75,0,40,21,37,129,168,75,21,5,2,1
2025-01-03T08:00:00Z,759.727264,398,2.362814,1.084422,1.246671,0.575942,16.349862,-25.0,25.0,136,4,59,199,68.0,189,124,85,23,375,0,1.362963,0.392742,1.474118,64,43,29,97,56,46,0.188442,41,0.056571,74,0,40,21,38,128,169,73,21,5,2,1
2025-01-03T09:00:00Z,758.150424,388,2.533531,1.046392,1.036937,0.481267,16.402389,-25.0,25.0,133,4,58,193,66.157216,183,123,82,22,366,0,1.530055,0.46748,0.835366,61,42,30,94,56,43,0.188144,41,0.055612,71,0,39,21,37,125,165,71,21,4,2,1
2025-01-03T10:00:00Z,748.025676,387,1.666137,1.170543,1.203407,0.676525,16.3461,-25.0,25.0,131,4,58,194,65.669251,182,123,82,21,366,0,1.834066,0.485366,0.72561,59,42,30,95,56,43,0.18863,41,0.055138,71,0,39,20,36,124,164,72,21,4,2,1
2025-01-03T11:00:00Z,742.981321,385,2.096117,1.117403,1.138398,0.635381,16.351248,-25.0,25.0,131,4,58,192,65.32987,182,123,80,21,364,0,1.662088,0.485366,0.85,60,42,29,94,56,42,0.184416,41,0.055713,71,0,39,20,36,124,163,72,21,3,2,1
2025-01-03T12:00:00Z,724.202145,386,2.127547,1.168653,1.153368,0.621351,16.352185,-25.0,25.0,131,4,57,194,65.839378,181,122,80,19,367,0,1.599448,0.440164,0.85,60,42,29,93,56,42,0.183938,41,0.058344,74,0,39,20,36,127,161,72,21,3,2,1
2025-01-03T13:00:00Z,721.52725,387,1.905233,1.165633,1.2782,0.639785,16.331153,-25.0,25.0,131,4,58,194,65.669251,182,123,81,19,368,0,1.663736,0.544715,1.003704,60,42,29,94,57,43,0.186047,41,0.059038,75,0,39,20,36,128,161,72,21,3,2,1
2025-01-03T14:00:00Z,746.548793,390,1.799744,1.194359,1.240598,0.734444,16.351398,-25.0,25.0,132,4,58,196,66.338462,183,124,83,19,371,0,1.666667,0.7,0.891566,60,42,30,94,58,44,0.189744,41,0.056706,73,0,40,20,36,126,165,74,21,3,1,1
2025-01-03T15:00:00Z,731.110509,389,1.619499,1.116967,1.144957,0.647948,16.339729,-25.0,25.0,132,4,59,194,65.830334,183,125,80,20,369,0,1.64918,0.6944,0.39875,60,42,30,94,58,41,0.182519,41,0.056575,72,0,41,20,36,125,164,74,21,3,2,1
2025-01-03T16:00:00Z,734.172394,392,1.264099,1.257653,1.262861,0.737266,16.342858,-25.0,25.0,132,4,59,197,66.336735,185,123,80,20,372,0,1.808649,0.608943,0.65625,60,42,29,96,57,41,0.178571,42,0.05432,71,0,41,20,35,124,168,74,21,3,2,1
2025-01-03T17:00:00Z,765.140274,397,1.429656,1.493703,1.594597,1.080898,16.373564,-25.0,25.0,132,4,59,202,67.163728,186,126,85,20,377,0,1.691398,0.753175,2.158824,61,43,28,96,59,47,0.188917,42,0.053683,70,0,44,20,35,124,169,77,22,3,2,1
2025-01-03T18:00:00Z,779.421703,409,1.165591,1.878973,1.990742,1.47478,16.414309,-25.0,25.0,133,4,59,213,69.264059,189,129,91,20,389,0,1.921164,1.200775,2.752747,61,43,29,99,62,52,0.198044,42,0.05489,73,0,46,21,36,130,174,78,22,3,2,1
2025-01-03T19:00:00Z,776.212426,408,1.127778,1.89951,2.018525,1.503166,16.388834,-25.0,25.0,132,4,60,212,68.588235,188,129,90,20,388,0,2.037766,1.200775,2.633333,60,43,29,99,62,51,0.196078,42,0.055616,74,0,46,21,35,130,173,78,22,3,2,1
2025-01-03T20:00:00Z,774.930803,403,1.003015,1.700993,1.801274,1.197299,16.479037,-25.0,25.0,133,4,59,207,68.315136,185,129,89,20,383,0,1.868108,1.084496,2.247191,60,43,30,96,61,50,0.198511,42,0.055206,72,0,46,21,35,129,170,78,21,3,2,1
2025-01-03T21:00:00Z,772.738137,404,0.812859,1.730198,1.859311,1.322327,16.469069,-25.0,25.0,133,4,59,208,68.475248,185,129,90,20,384,0,1.868108,1.084496,2.372222,60,43,30,96,61,51,0.200495,42,0.054933,72,0,46,21,35,129,171,78,21,3,2,1
2025-01-03T22:00:00Z,721.472823,362,1.026984,0.63674,0.651984,0.108545,16.812864,-25.0,25.0,130,4,59,169,60.690608,173,112,77,20,342,0,1.061272,-0.197321,0.896104,60,41,29,84,46,39,0.187845,42,0.042703,49,0,45,21,27,104,154,78,21,3,2,1
2025-01-03T23:00:00Z,679.377879,330,1.327955,-0.156061,-0.131318,-0.698313,17.05638,-25.0,25.0,126,4,57,143,54.6,163,103,64,20,310,0,0.29816,-1.316505,0.554688,60,41,25,74,38,31,0.169697,41,0.039164,39,0,44,18,22,92,136,76,21,3,2,1
2025-01-04T00:00:00Z,654.86276,330,1.061197,-0.156061,-0.213409,-0.666944,17.05638,-25.0,25.0,126,4,57,143,54.6,163,103,64,20,310,0,0.29816,-1.316505,0.554688,60,41,25,74,38,31,0.169697,41,0.039164,39,0,44,18,22,92,136,76,21,3,2,1
2025-01-04T01:00:00Z,683.172314,333,0.592177,-0.157658,-0.169835,-0.705485,17.024306,-25.0,25.0,127,4,58,144,54.918919,165,104,64,20,313,0,0.209697,-1.178846,0.554688,61,41,25,74,39,31,0.168168,41,0.039264,39,0,45,18,22,92,140,76,20,3,2,1
2025-01-04T02:00:00Z,680.427954,335,0.425075,-0.207463,-0.082577,-0.688796,17.022483,-25.0,25.0,128,4,59,144,55.020896,167,104,64,20,315,0,0.105389,-1.178846,0.554688,62,41,25,74,39,31,0.167164,41,0.040312,40,0,46,18,22,93,141,76,20,3,2,1
2025-01-04T03:00:00Z,725.594808,352,0.724171,-0.132102,-0.094176,-0.647656,16.817581,-25.0,25.0,131,4,69,148,55.079545,172,109,71,20,332,0,0.032558,-0.977982,0.767606,63,42,26,74,41,33,0.167614,41,0.04108,41,0,48,23,24,98,150,79,20,3,2,1
2025-01-04T04:00:00Z,716.846899,352,0.548002,-0.132102,-0.096847,-0.605578,16.817581,-25.0,25.0,131,4,69,148,55.079545,172,109,71,20,332,0,0.032558,-0.977982,0.767606,63,42,26,74,41,33,0.167614,41,0.04108,41,0,48,23,24,98,150,79,20,3,2,1
2025-01-04T05:00:00Z,716.241563,353,0.552219,-0.075071,0.033758,-0.556516,16.827796,-25.0,25.0,131,4,69,149,55.294618,172,110,71,21,332,0,0.032558,-0.787273,0.767606,63,42,26,74,42,33,0.167139,41,0.041626,41,0,49,23,24,98,151,79,20,3,2,1
2025-01-04T06:00:00Z,718.772117,354,0.787316,-0.137006,-0.08911,-0.651883,16.844254,-25.0,25.0,132,4,69,149,55.559322,172,110,72,21,333,0,0.032558,-0.787273,0.451389,63,42,27,74,42,33,0.169492,41,0.041782,41,0,49,23,25,99,151,79,20,3,2,1
2025-01-04T07:00:00Z,721.168753,357,1.077258,-0.242297,-0.113902,-0.777701,16.839139,-25.0,25.0,134,4,70,149,55.927171,175,110,72,21,336,0,-0.185143,-0.787273,0.451389,65,42,27,74,42,33,0.168067,41,0.042629,41,0,50,24,26,100,152,80,20,3,2,1
2025-01-04T08:00:00Z,750.734939,370,1.318982,-0.367568,-0.152959,-0.844225,16.729641,-25.0,25.0,139,4,76,151,56.727027,179,113,74,21,349,0,-0.094413,-0.739823,0.506757,66,42,27,76,42,33,0.162162,41,0.042301,41,0,53,25,26,103,154,87,21,3,2,1
2025-01-04T09:00:00Z,758.069695,369,1.515076,-0.379404,-0.191852,-0.946434,16.750748,-25.0,25.0,139,4,75,151,56.880759,180,115,74,21,348,0,-0.327222,-1.031304,0.506757,68,44,27,76,42,33,0.162602,41,0.042531,41,0,53,25,26,103,153,87,21,3,2,1
2025-01-04T10:00:00Z,772.33527,373,1.959057,-0.450402,-0.309361,-1.067802,16.763315,-25.0,25.0,142,4,75,152,57.865952,180,115,75,21,352,0,-0.116111,-1.031304,0.353333,67,44,28,77,42,33,0.163539,41,0.040904,41,0,53,25,24,101,157,89,21,3,2,1
2025-01-04T11:00:00Z,784.85181,377,2.39229,-0.501326,-0.356636,-1.071936,16.739712,-25.0,25.0,144,4,76,153,58.440318,183,115,76,21,356,0,-0.414754,-1.031304,0.532895,70,44,28,77,42,34,0.164456,41,0.041139,41,0,54,25,25,103,158,90,21,3,2,1
2025-01-04T12:00:00Z,781.380415,377,2.576609,-0.501326,-0.475256,-1.130788,16.739712,-25.0,25.0,144,4,76,153,58.440318,184,116,77,21,356,0,-0.510326,-1.177586,0.538961,71,45,28,77,42,34,0.164456,41,0.041139,41,0,54,25,25,103,158,90,21,3,2,1
2025-01-04T13:00:00Z,758.182828,377,2.829598,-0.501326,-0.517507,-1.09893,16.739712,-25.0,25.0,144,4,76,153,58.440318,184,116,77,21,356,0,-0.510326,-1.177586,0.538961,71,45,28,77,42,34,0.164456,41,0.041139,41,0,54,25,25,103,158,90,21,3,2,1
2025-01-04T14:00:00Z,732.420016,359,2.825745,-0.35376,-0.298444,-0.939188,16.729537,-25.0,25.0,135,4,74,146,54.902507,177,111,71,21,338,0,-0.762147,-1.041441,1.739437,69,43,23,72,41,33,0.155989,39,0.045367,41,0,54,25,25,97,146,90,21,3,2,1
2025-01-04T15:00:00Z,748.325005,359,2.847168,-0.35376,-0.260149,-0.956504,16.729537,-25.0,25.0,135,4,74,146,54.902507,177,111,71,21,338,0,-0.762147,-1.041441,1.739437,69,43,23,72,41,33,0.155989,39,0.045367,41,0,54,25,25,97,146,90,21,3,2,1
2025-01-04T16:00:00Z,754.20322,358,2.925135,-0.304469,-0.271113,-0.841178,16.726834,-25.0,25.0,134,4,74,146,54.648045,176,111,71,21,337,0,-0.664205,-1.041441,1.739437,68,43,23,72,41,33,0.156425,39,0.044786,41,0,53,25,25,97,146,90,20,3,2,1
